Accession_ID	Collection_date	Submission_date	Location	Clade	Pangolin	City
EPI_ISL_8526357	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526362	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526364	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8526365	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526366	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526368	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526369	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526370	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526371	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526372	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526375	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526376	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526377	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21A (Delta)	AY.30	 Dakar
EPI_ISL_8526378	2021-07-05	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8526380	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526381	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526382	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526384	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8526385	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526388	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526390	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526398	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526399	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526400	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526403	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526405	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526406	2021-07-05	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526410	2021-07-06	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8526413	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8526414	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526415	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526416	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526417	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8526422	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526426	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526433	2021-07-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526438	2021-07-07	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526440	2021-07-07	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526442	2021-07-07	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526443	2021-07-07	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526444	2021-07-07	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526445	2021-07-07	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526448	2021-07-08	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526455	2021-07-08	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526458	2021-07-08	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526460	2021-07-08	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526462	2021-07-08	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526463	2021-07-08	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526466	2021-07-08	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526470	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21A (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526471	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1.1	 Dakar
EPI_ISL_8526472	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21A (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526475	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526478	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526479	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526480	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526481	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526482	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526483	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526484	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526485	2021-07-09	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526487	2021-07-10	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526492	2021-07-11	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526493	2021-07-11	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526502	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526504	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526506	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526507	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526509	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526516	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526518	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526519	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526520	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526521	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526524	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526528	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526529	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526531	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526532	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526533	2021-07-12	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526535	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1.1	 Dakar
EPI_ISL_8526536	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526538	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526539	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526540	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526541	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.122	 Dakar
EPI_ISL_8526542	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526543	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526545	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526547	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526548	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526549	2021-07-13	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526550	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526552	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526554	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526555	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526557	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526558	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526559	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1.1	 Dakar
EPI_ISL_8526560	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526561	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526562	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526565	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526570	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526571	2021-07-14	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526589	2021-07-15	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526590	2021-07-15	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526591	2021-07-15	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526592	2021-07-16	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526593	2021-07-16	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526626	2021-07-19	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526627	2021-07-19	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526628	2021-07-19	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526633	2021-07-19	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526636	2021-07-19	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526639	2021-07-19	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526651	2021-07-19	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526657	2021-07-23	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526659	2021-07-22	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526672	2021-07-23	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526675	2021-07-23	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526676	2021-07-23	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526681	2021-07-26	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526682	2021-07-27	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526683	2021-07-27	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526684	2021-07-26	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526687	2021-07-26	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526693	2021-07-28	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526696	2021-07-26	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526697	2021-07-26	2022-01-10	Africa / Senegal / Dakar	21A (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526698	2021-07-27	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526700	2021-07-28	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526701	2021-07-28	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526703	2021-07-28	2022-01-10	Africa / Senegal / Dakar	21A (Delta)	B.1.617.2	 Dakar
EPI_ISL_8526706	2021-07-26	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526710	2021-07-27	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526713	2021-07-29	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526714	2021-07-29	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526715	2021-07-30	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1.1	 Dakar
EPI_ISL_8526716	2021-07-29	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526718	2021-07-30	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526719	2021-07-30	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526722	2021-08-03	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526725	2021-08-03	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526729	2021-08-04	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526731	2021-08-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526734	2021-08-05	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526738	2021-08-02	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526740	2021-08-02	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526741	2021-08-03	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526746	2021-08-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526747	2021-08-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526753	2021-08-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526754	2021-07-29	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526756	2021-08-07	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526759	2021-07-30	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526761	2021-07-26	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526763	2021-08-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526798	2021-08-21	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8526821	2021-08-23	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8526823	2021-08-23	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8527183	2021-10-23	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8527629	2021-01-01	2022-01-10	Africa / Senegal / Dakar	20B	R.1	 Dakar
EPI_ISL_8527634	2021-01-05	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527635	2021-01-05	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527636	2021-01-05	2022-01-10	Africa / Senegal / Dakar	20A	B.1	 Dakar
EPI_ISL_8527641	2021-01-07	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527642	2021-01-06	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527645	2021-01-09	2022-01-10	Africa / Senegal / Dakar	20H (Beta, V2)	B.1.351	 Dakar
EPI_ISL_8527647	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527648	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527649	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527651	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527653	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527654	2021-01-10	2022-01-10	Africa / Senegal / Dakar	19B	A.21	 Dakar
EPI_ISL_8527655	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527656	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527657	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527660	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527661	2021-01-11	2022-01-10	Africa / Senegal / Dakar	20E (EU1)	B.1.177	 Dakar
EPI_ISL_8527662	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527663	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527664	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20A	B.1	 Dakar
EPI_ISL_8527665	2021-01-10	2022-01-10	Africa / Senegal / Dakar	19B	A.21	 Dakar
EPI_ISL_8527666	2021-01-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527669	2021-01-12	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527688	2021-01-22	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527690	2021-01-23	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527693	2021-01-25	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527694	2021-01-27	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527695	2021-01-18	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527696	2021-01-25	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527697	2021-01-25	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527698	2021-01-25	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527699	2021-01-25	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527700	2021-01-25	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527704	2021-01-27	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1	 Dakar
EPI_ISL_8527705	2021-01-25	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527706	2021-01-27	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527709	2021-01-28	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527711	2021-01-29	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527712	2021-01-29	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527713	2021-01-29	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527715	2021-01-30	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527716	2021-01-30	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527717	2021-01-31	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527722	2021-02-02	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527724	2021-02-03	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527726	2021-02-03	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527728	2021-02-04	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527734	2021-02-06	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527736	2021-02-06	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527737	2021-02-07	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527739	2021-02-08	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527743	2021-02-09	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527744	2021-02-09	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527745	2021-02-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527755	2021-02-14	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527758	2021-02-15	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527760	2021-02-16	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527770	2021-02-20	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1	 Dakar
EPI_ISL_8527772	2021-02-21	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527773	2021-02-22	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527776	2021-02-23	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527777	2021-02-23	2022-01-10	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8527810	2021-02-27	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527813	2021-03-01	2022-01-10	Africa / Senegal / Dakar	20E (EU1)	B.1.177.81	 Dakar
EPI_ISL_8527820	2021-03-03	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527829	2021-03-11	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527830	2021-03-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527832	2021-03-10	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527833	2021-03-10	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527835	2021-03-10	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8527837	2021-03-12	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8527838	2021-03-11	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
